twsp-train.arff
m,k,certainty_labeling,num_labels,accuracy
7,3,0,139,0.880208
7,3,0,146,0.885417
7,3,0,153,0.906250
7,3,0,160,0.921875
7,3,0,167,0.927083
7,3,0,174,0.947917
7,3,0,181,0.963542
7,3,0,188,0.979167
7,3,0,192,1.000000
7,5,1,6,0.500000
7,5,1,13,0.526042
7,5,1,20,0.479167
7,5,1,27,0.489583
7,5,1,34,0.500000
7,5,1,41,0.510417
7,5,1,48,0.536458
7,5,1,55,0.489583
7,5,1,62,0.567708
7,5,1,69,0.531250
7,5,1,76,0.557292
7,5,1,83,0.562500
7,5,1,90,0.578125
7,5,1,97,0.604167
7,5,1,104,0.598958
7,5,1,111,0.598958
7,5,1,118,0.619792
7,5,1,125,0.635417
7,5,1,132,0.666667
7,5,1,139,0.692708
7,5,1,146,0.765625
7,5,1,153,0.828125
7,5,1,160,0.901042
7,5,1,167,0.963542
7,5,1,174,0.989583
7,5,1,181,0.989583
7,5,1,188,0.989583
7,5,1,192,0.989583
7,5,0,6,0.500000
7,5,0,13,0.489583
7,5,0,20,0.505208
7,5,0,27,0.489583
7,5,0,34,0.484375
7,5,0,41,0.447917
7,5,0,48,0.453125
7,5,0,55,0.442708
7,5,0,62,0.442708
7,5,0,69,0.458333
7,5,0,76,0.453125
7,5,0,83,0.463542
7,5,0,90,0.468750
7,5,0,97,0.447917
7,5,0,104,0.520833
7,5,0,111,0.526042
7,5,0,118,0.552083
7,5,0,125,0.593750
7,5,0,132,0.619792
7,5,0,139,0.635417
7,5,0,146,0.697917
7,5,0,153,0.718750
7,5,0,160,0.781250
7,5,0,167,0.822917
7,5,0,174,0.854167
7,5,0,181,0.927083
7,5,0,188,0.973958
7,5,0,192,0.989583
7,7,1,6,0.500000
7,7,1,13,0.484375
7,7,1,20,0.489583
7,7,1,27,0.515625
7,7,1,34,0.515625
7,7,1,41,0.505208
7,7,1,48,0.494792
7,7,1,55,0.463542
7,7,1,62,0.494792
7,7,1,69,0.473958
7,7,1,76,0.489583
7,7,1,83,0.567708
7,7,1,90,0.598958
7,7,1,97,0.604167
7,7,1,104,0.635417
7,7,1,111,0.635417
7,7,1,118,0.661458
7,7,1,125,0.630208
7,7,1,132,0.598958
7,7,1,139,0.572917
7,7,1,146,0.557292
7,7,1,153,0.526042
7,7,1,160,0.546875
7,7,1,167,0.562500
7,7,1,174,0.572917
7,7,1,181,0.583333
7,7,1,188,0.583333
7,7,1,192,0.583333
7,7,0,6,0.500000
7,7,0,13,0.500000
7,7,0,20,0.453125
7,7,0,27,0.458333
7,7,0,34,0.463542
7,7,0,41,0.479167
7,7,0,48,0.447917
7,7,0,55,0.479167
7,7,0,62,0.479167
7,7,0,69,0.473958
7,7,0,76,0.510417
7,7,0,83,0.479167
7,7,0,90,0.468750
7,7,0,97,0.437500
7,7,0,104,0.463542
7,7,0,111,0.447917
7,7,0,118,0.442708
7,7,0,125,0.458333
7,7,0,132,0.437500
7,7,0,139,0.442708
7,7,0,146,0.463542
7,7,0,153,0.536458
7,7,0,160,0.526042
7,7,0,167,0.541667
7,7,0,174,0.546875
7,7,0,181,0.562500
7,7,0,188,0.583333
7,7,0,192,0.583333
7,9,1,6,0.500000
7,9,1,13,0.500000
7,9,1,20,0.463542
7,9,1,27,0.437500
7,9,1,34,0.510417
7,9,1,41,0.526042
7,9,1,48,0.546875
7,9,1,55,0.526042
7,9,1,62,0.500000
7,9,1,69,0.494792
7,9,1,76,0.526042
7,9,1,83,0.510417
7,9,1,90,0.520833
7,9,1,97,0.484375
7,9,1,104,0.500000
7,9,1,111,0.484375
7,9,1,118,0.479167
7,9,1,125,0.494792
7,9,1,132,0.489583
7,9,1,139,0.489583
7,9,1,146,0.479167
7,9,1,153,0.473958
7,9,1,160,0.500000
7,9,1,167,0.479167
7,9,1,174,0.510417
7,9,1,181,0.536458
7,9,1,188,0.520833
7,9,1,192,0.520833
7,9,0,6,0.500000
7,9,0,13,0.526042
7,9,0,20,0.489583
7,9,0,27,0.484375
7,9,0,34,0.479167
7,9,0,41,0.510417
7,9,0,48,0.494792
7,9,0,55,0.473958
7,9,0,62,0.458333
7,9,0,69,0.432292
7,9,0,76,0.385417
7,9,0,83,0.437500
7,9,0,90,0.489583
7,9,0,97,0.484375
7,9,0,104,0.479167
7,9,0,111,0.463542
7,9,0,118,0.432292
7,9,0,125,0.473958
7,9,0,132,0.463542
7,9,0,139,0.468750
7,9,0,146,0.479167
7,9,0,153,0.473958
7,9,0,160,0.479167
7,9,0,167,0.463542
7,9,0,174,0.468750
7,9,0,181,0.484375
7,9,0,188,0.479167
7,9,0,192,0.520833
7,11,1,6,0.500000
7,11,1,13,0.500000
7,11,1,20,0.531250
7,11,1,27,0.526042
7,11,1,34,0.515625
7,11,1,41,0.562500
7,11,1,48,0.557292
7,11,1,55,0.557292
7,11,1,62,0.515625
7,11,1,69,0.473958
7,11,1,76,0.473958
7,11,1,83,0.468750
7,11,1,90,0.437500
7,11,1,97,0.468750
7,11,1,104,0.479167
7,11,1,111,0.463542
7,11,1,118,0.437500
7,11,1,125,0.447917
7,11,1,132,0.479167
7,11,1,139,0.416667
7,11,1,146,0.416667
7,11,1,153,0.406250
7,11,1,160,0.395833
7,11,1,167,0.385417
7,11,1,174,0.364583
7,11,1,181,0.401042
7,11,1,188,0.427083
7,11,1,192,0.416667
7,11,0,6,0.500000
7,11,0,13,0.500000
7,11,0,20,0.520833
7,11,0,27,0.505208
7,11,0,34,0.489583
7,11,0,41,0.500000
7,11,0,48,0.505208
7,11,0,55,0.515625
7,11,0,62,0.500000
7,11,0,69,0.505208
7,11,0,76,0.510417
7,11,0,83,0.463542
7,11,0,90,0.447917
7,11,0,97,0.447917
7,11,0,104,0.437500
7,11,0,111,0.427083
7,11,0,118,0.421875
7,11,0,125,0.406250
7,11,0,132,0.432292
7,11,0,139,0.442708
7,11,0,146,0.458333
7,11,0,153,0.453125
7,11,0,160,0.473958
7,11,0,167,0.442708
7,11,0,174,0.447917
7,11,0,181,0.447917
7,11,0,188,0.421875
7,11,0,192,0.416667
usps-train.arff
m,k,certainty_labeling,num_labels,accuracy
3,3,1,10,0.358246
3,3,1,13,0.394121
3,3,1,16,0.381664
3,3,1,19,0.382162
3,3,1,22,0.379173
3,3,1,25,0.379173
3,3,1,28,0.378176
3,3,1,31,0.367713
3,3,1,34,0.401096
3,3,1,37,0.418037
3,3,1,40,0.433981
3,3,1,43,0.436971
3,3,1,46,0.439960
3,3,1,49,0.453911
3,3,1,52,0.476333
3,3,1,55,0.496263
3,3,1,58,0.497260
3,3,1,61,0.513204
3,3,1,64,0.514200
3,3,1,67,0.526657
3,3,1,70,0.542601
3,3,1,73,0.559542
3,3,1,76,0.603388
3,3,1,79,0.630294
3,3,1,82,0.634280
3,3,1,85,0.678127
3,3,1,88,0.690085
3,3,1,91,0.686597
3,3,1,94,0.710513
3,3,1,97,0.713503
3,3,1,100,0.716991
3,3,1,103,0.735924
3,3,1,106,0.742900
3,3,1,109,0.746886
3,3,1,112,0.749875
3,3,1,115,0.757349
3,3,1,118,0.756851
3,3,1,121,0.755855
3,3,1,124,0.754360
3,3,1,127,0.752865
3,3,1,130,0.753363
3,3,1,133,0.752865
3,3,1,136,0.752367
3,3,1,139,0.753861
3,3,1,142,0.754360
3,3,1,145,0.754858
3,3,1,148,0.757349
3,3,1,151,0.756353
3,3,1,154,0.755855
3,3,1,157,0.756851
3,3,1,160,0.763328
3,3,1,163,0.763328
3,3,1,166,0.761834
3,3,1,169,0.761834
3,3,1,172,0.763328
3,3,1,175,0.763827
3,3,1,178,0.763328
3,3,1,181,0.764823
3,3,1,184,0.767314
3,3,1,187,0.769806
3,3,1,190,0.774290
3,3,1,193,0.773792
3,3,1,196,0.771799
3,3,1,199,0.772795
3,3,1,202,0.773792
3,3,1,205,0.773293
3,3,1,208,0.773293
3,3,1,211,0.776283
3,3,1,214,0.783259
3,3,1,217,0.782760
3,3,1,220,0.782760
3,3,1,223,0.784255
3,3,1,226,0.783757
3,3,1,228,0.783757
3,3,0,10,0.358246
3,3,0,13,0.379671
3,3,0,16,0.469357
3,3,0,19,0.471350
3,3,0,22,0.492277
3,3,0,25,0.507723
3,3,0,28,0.519183
3,3,0,31,0.534629
3,3,0,34,0.543597
3,3,0,37,0.554061
3,3,0,40,0.565521
3,3,0,43,0.618834
3,3,0,46,0.607872
3,3,0,49,0.608371
3,3,0,52,0.643249
3,3,0,55,0.656203
3,3,0,58,0.659691
3,3,0,61,0.656203
3,3,0,64,0.654210
3,3,0,67,0.665172
3,3,0,70,0.670154
3,3,0,73,0.675137
3,3,0,76,0.677628
3,3,0,79,0.685600
3,3,0,82,0.690085
3,3,0,85,0.692576
3,3,0,88,0.694569
3,3,0,91,0.700050
3,3,0,94,0.697559
3,3,0,97,0.699053
3,3,0,100,0.699552
3,3,0,103,0.698555
3,3,0,106,0.708520
3,3,0,109,0.711510
3,3,0,112,0.711510
3,3,0,115,0.711011
3,3,0,118,0.718984
3,3,0,121,0.716991
3,3,0,124,0.714499
3,3,0,127,0.719980
3,3,0,130,0.722471
3,3,0,133,0.722471
3,3,0,136,0.725959
3,3,0,139,0.727952
3,3,0,142,0.722970
3,3,0,145,0.728450
3,3,0,148,0.729945
3,3,0,151,0.731938
3,3,0,154,0.732935
3,3,0,157,0.735924
3,3,0,160,0.741903
3,3,0,163,0.741405
3,3,0,166,0.740409
3,3,0,169,0.743398
3,3,0,172,0.740409
3,3,0,175,0.741405
3,3,0,178,0.741405
3,3,0,181,0.743398
3,3,0,184,0.746388
3,3,0,187,0.759841
3,3,0,190,0.760339
3,3,0,193,0.762830
3,3,0,196,0.768311
3,3,0,199,0.767314
3,3,0,202,0.769307
3,3,0,205,0.769806
3,3,0,208,0.776781
3,3,0,211,0.781266
3,3,0,214,0.781764
3,3,0,217,0.781764
3,3,0,220,0.780767
3,3,0,223,0.783259
3,3,0,226,0.783757
3,3,0,228,0.783757
3,5,1,10,0.268062
3,5,1,13,0.351769
3,5,1,16,0.351769
3,5,1,19,0.408072
3,5,1,22,0.409567
3,5,1,25,0.391131
3,5,1,28,0.432486
3,5,1,31,0.460887
3,5,1,34,0.476831
3,5,1,37,0.423518
3,5,1,40,0.423518
3,5,1,43,0.442451
3,5,1,46,0.464375
3,5,1,49,0.487793
3,5,1,52,0.531639
3,5,1,55,0.526158
3,5,1,58,0.528151
3,5,1,61,0.544096
3,5,1,64,0.547085
3,5,1,67,0.567514
3,5,1,70,0.559043
3,5,1,73,0.565022
3,5,1,76,0.565521
3,5,1,79,0.691579
3,5,1,82,0.698555
3,5,1,85,0.707025
3,5,1,88,0.712506
3,5,1,91,0.725461
3,5,1,94,0.732935
3,5,1,97,0.737917
3,5,1,100,0.742900
3,5,1,103,0.743398
3,5,1,106,0.744395
3,5,1,109,0.742900
3,5,1,112,0.741405
3,5,1,115,0.738914
3,5,1,118,0.739412
3,5,1,121,0.739412
3,5,1,124,0.738914
3,5,1,127,0.746388
3,5,1,130,0.750374
3,5,1,133,0.750374
3,5,1,136,0.752367
3,5,1,139,0.759841
3,5,1,142,0.763827
3,5,1,145,0.765820
3,5,1,148,0.766816
3,5,1,151,0.767813
3,5,1,154,0.767813
3,5,1,157,0.766318
3,5,1,160,0.770802
3,5,1,163,0.778774
3,5,1,166,0.776283
3,5,1,169,0.783259
3,5,1,172,0.780767
3,5,1,175,0.778774
3,5,1,178,0.778774
3,5,1,181,0.778276
3,5,1,184,0.775286
3,5,1,187,0.774290
3,5,1,190,0.772795
3,5,1,193,0.768809
3,5,1,196,0.767813
3,5,1,199,0.768311
3,5,1,202,0.768311
3,5,1,205,0.767314
3,5,1,208,0.767314
3,5,1,211,0.767314
3,5,1,214,0.767314
3,5,1,217,0.767314
3,5,1,220,0.767314
3,5,1,223,0.767314
3,5,1,226,0.766816
3,5,1,228,0.765321
3,5,0,10,0.268062
3,5,0,13,0.276034
3,5,0,16,0.283009
3,5,0,19,0.299452
3,5,0,22,0.335326
3,5,0,25,0.398605
3,5,0,28,0.454410
3,5,0,31,0.455904
3,5,0,34,0.501744
3,5,0,37,0.502740
3,5,0,40,0.528650
3,5,0,43,0.564524
3,5,0,46,0.585949
3,5,0,49,0.607374
3,5,0,52,0.610862
3,5,0,55,0.618834
3,5,0,58,0.631290
3,5,0,61,0.639761
3,5,0,64,0.634778
3,5,0,67,0.617838
3,5,0,70,0.636273
3,5,0,73,0.639761
3,5,0,76,0.639761
3,5,0,79,0.664674
3,5,0,82,0.651221
3,5,0,85,0.666667
3,5,0,88,0.675635
3,5,0,91,0.669158
3,5,0,94,0.673144
3,5,0,97,0.675137
3,5,0,100,0.692576
3,5,0,103,0.684106
3,5,0,106,0.683607
3,5,0,109,0.684106
3,5,0,112,0.685600
3,5,0,115,0.683109
3,5,0,118,0.682113
3,5,0,121,0.682113
3,5,0,124,0.695067
3,5,0,127,0.690085
3,5,0,130,0.689088
3,5,0,133,0.690085
3,5,0,136,0.704036
3,5,0,139,0.710015
3,5,0,142,0.714998
3,5,0,145,0.716492
3,5,0,148,0.717489
3,5,0,151,0.717987
3,5,0,154,0.717987
3,5,0,157,0.723468
3,5,0,160,0.719980
3,5,0,163,0.720977
3,5,0,166,0.721475
3,5,0,169,0.729945
3,5,0,172,0.729945
3,5,0,175,0.726956
3,5,0,178,0.734928
3,5,0,181,0.738416
3,5,0,184,0.744893
3,5,0,187,0.745391
3,5,0,190,0.744893
3,5,0,193,0.745391
3,5,0,196,0.749875
3,5,0,199,0.755855
3,5,0,202,0.755855
3,5,0,205,0.756353
3,5,0,208,0.754858
3,5,0,211,0.757349
3,5,0,214,0.756851
3,5,0,217,0.760339
3,5,0,220,0.760339
3,5,0,223,0.760837
3,5,0,226,0.760339
3,5,0,228,0.765321
3,7,1,10,0.258097
3,7,1,13,0.299452
3,7,1,16,0.357748
3,7,1,19,0.424514
3,7,1,22,0.404086
3,7,1,25,0.377180
3,7,1,28,0.370204
3,7,1,31,0.381166
3,7,1,34,0.375685
3,7,1,37,0.392626
3,7,1,40,0.398605
3,7,1,43,0.466866
3,7,1,46,0.484305
3,7,1,49,0.475835
3,7,1,52,0.506228
3,7,1,55,0.538615
3,7,1,58,0.502242
3,7,1,61,0.537618
3,7,1,64,0.541106
3,7,1,67,0.531639
3,7,1,70,0.557549
3,7,1,73,0.559542
3,7,1,76,0.560538
3,7,1,79,0.585949
3,7,1,82,0.582461
3,7,1,85,0.589935
3,7,1,88,0.602890
3,7,1,91,0.616841
3,7,1,94,0.611360
3,7,1,97,0.731440
3,7,1,100,0.701545
3,7,1,103,0.699053
3,7,1,106,0.700548
3,7,1,109,0.700548
3,7,1,112,0.700050
3,7,1,115,0.702043
3,7,1,118,0.702043
3,7,1,121,0.694569
3,7,1,124,0.701545
3,7,1,127,0.706527
3,7,1,130,0.704036
3,7,1,133,0.705531
3,7,1,136,0.721475
3,7,1,139,0.720478
3,7,1,142,0.752865
3,7,1,145,0.753363
3,7,1,148,0.751370
3,7,1,151,0.755356
3,7,1,154,0.758844
3,7,1,157,0.764325
3,7,1,160,0.756851
3,7,1,163,0.761834
3,7,1,166,0.757848
3,7,1,169,0.760837
3,7,1,172,0.760837
3,7,1,175,0.758346
3,7,1,178,0.758346
3,7,1,181,0.756353
3,7,1,184,0.749875
3,7,1,187,0.747882
3,7,1,190,0.743398
3,7,1,193,0.742900
3,7,1,196,0.741903
3,7,1,199,0.741405
3,7,1,202,0.741405
3,7,1,205,0.741405
3,7,1,208,0.740907
3,7,1,211,0.738914
3,7,1,214,0.738416
3,7,1,217,0.738416
3,7,1,220,0.737917
3,7,1,223,0.737419
3,7,1,226,0.737419
3,7,1,228,0.737419
3,7,0,10,0.258097
3,7,0,13,0.262083
3,7,0,16,0.283009
3,7,0,19,0.418037
3,7,0,22,0.425012
3,7,0,25,0.410563
3,7,0,28,0.431490
3,7,0,31,0.454908
3,7,0,34,0.480817
3,7,0,37,0.471350
3,7,0,40,0.476831
3,7,0,43,0.476333
3,7,0,46,0.473343
3,7,0,49,0.480817
3,7,0,52,0.484305
3,7,0,55,0.516692
3,7,0,58,0.545590
3,7,0,61,0.584953
3,7,0,64,0.577977
3,7,0,67,0.598904
3,7,0,70,0.610364
3,7,0,73,0.613353
3,7,0,76,0.611858
3,7,0,79,0.607374
3,7,0,82,0.602890
3,7,0,85,0.612357
3,7,0,88,0.611360
3,7,0,91,0.617339
3,7,0,94,0.621824
3,7,0,97,0.626308
3,7,0,100,0.627803
3,7,0,103,0.634778
3,7,0,106,0.636771
3,7,0,109,0.641256
3,7,0,112,0.640259
3,7,0,115,0.660688
3,7,0,118,0.666667
3,7,0,121,0.668660
3,7,0,124,0.673144
3,7,0,127,0.675137
3,7,0,130,0.671649
3,7,0,133,0.679621
3,7,0,136,0.683109
3,7,0,139,0.687593
3,7,0,142,0.689088
3,7,0,145,0.704036
3,7,0,148,0.704534
3,7,0,151,0.700548
3,7,0,154,0.700548
3,7,0,157,0.700548
3,7,0,160,0.707025
3,7,0,163,0.709517
3,7,0,166,0.711510
3,7,0,169,0.716991
3,7,0,172,0.713004
3,7,0,175,0.719482
3,7,0,178,0.712008
3,7,0,181,0.710513
3,7,0,184,0.699552
3,7,0,187,0.707524
3,7,0,190,0.706527
3,7,0,193,0.715496
3,7,0,196,0.719980
3,7,0,199,0.724464
3,7,0,202,0.724464
3,7,0,205,0.725461
3,7,0,208,0.729945
3,7,0,211,0.730443
3,7,0,214,0.736921
3,7,0,217,0.736921
3,7,0,220,0.736423
3,7,0,223,0.735924
3,7,0,226,0.734928
3,7,0,228,0.737419
3,9,1,10,0.173393
3,9,1,13,0.116094
3,9,1,16,0.121574
3,9,1,19,0.257598
3,9,1,22,0.255107
3,9,1,25,0.275037
3,9,1,28,0.318386
3,9,1,31,0.355755
3,9,1,34,0.366218
3,9,1,37,0.379173
3,9,1,40,0.394121
3,9,1,43,0.422023
3,9,1,46,0.428999
3,9,1,49,0.444444
3,9,1,52,0.453911
3,9,1,55,0.484803
3,9,1,58,0.567015
3,9,1,61,0.596413
3,9,1,64,0.604883
3,9,1,67,0.626806
3,9,1,70,0.652217
3,9,1,73,0.665670
3,9,1,76,0.671649
3,9,1,79,0.666667
3,9,1,82,0.679621
3,9,1,85,0.694569
3,9,1,88,0.714001
3,9,1,91,0.725959
3,9,1,94,0.737419
3,9,1,97,0.750872
3,9,1,100,0.751370
3,9,1,103,0.739910
3,9,1,106,0.756353
3,9,1,109,0.721475
3,9,1,112,0.722471
3,9,1,115,0.718984
3,9,1,118,0.721973
3,9,1,121,0.720478
3,9,1,124,0.720478
3,9,1,127,0.719482
3,9,1,130,0.717987
3,9,1,133,0.714499
3,9,1,136,0.638764
3,9,1,139,0.753363
3,9,1,142,0.750374
3,9,1,145,0.751868
3,9,1,148,0.757349
3,9,1,151,0.759841
3,9,1,154,0.766318
3,9,1,157,0.764325
3,9,1,160,0.762830
3,9,1,163,0.759841
3,9,1,166,0.763827
3,9,1,169,0.758346
3,9,1,172,0.759342
3,9,1,175,0.753363
3,9,1,178,0.747882
3,9,1,181,0.746388
3,9,1,184,0.739412
3,9,1,187,0.734928
3,9,1,190,0.728949
3,9,1,193,0.727952
3,9,1,196,0.726457
3,9,1,199,0.725461
3,9,1,202,0.725461
3,9,1,205,0.724963
3,9,1,208,0.723966
3,9,1,211,0.722970
3,9,1,214,0.722970
3,9,1,217,0.722970
3,9,1,220,0.722970
3,9,1,223,0.722970
3,9,1,226,0.723966
3,9,1,228,0.722970
3,9,0,10,0.173393
3,9,0,13,0.238665
3,9,0,16,0.244644
3,9,0,19,0.269058
3,9,0,22,0.278027
3,9,0,25,0.377678
3,9,0,28,0.398605
3,9,0,31,0.402093
3,9,0,34,0.415546
3,9,0,37,0.424016
3,9,0,40,0.421525
3,9,0,43,0.406577
3,9,0,46,0.437469
3,9,0,49,0.426507
3,9,0,52,0.428999
3,9,0,55,0.423019
3,9,0,58,0.436472
3,9,0,61,0.436472
3,9,0,64,0.453911
3,9,0,67,0.452915
3,9,0,70,0.447932
3,9,0,73,0.457897
3,9,0,76,0.461883
3,9,0,79,0.468361
3,9,0,82,0.479821
3,9,0,85,0.511211
3,9,0,88,0.511211
3,9,0,91,0.503737
3,9,0,94,0.515695
3,9,0,97,0.516692
3,9,0,100,0.531639
3,9,0,103,0.559542
3,9,0,106,0.562033
3,9,0,109,0.569008
3,9,0,112,0.570005
3,9,0,115,0.576482
3,9,0,118,0.574988
3,9,0,121,0.575486
3,9,0,124,0.577977
3,9,0,127,0.586447
3,9,0,130,0.597409
3,9,0,133,0.598406
3,9,0,136,0.602890
3,9,0,139,0.603886
3,9,0,142,0.604385
3,9,0,145,0.603886
3,9,0,148,0.610862
3,9,0,151,0.617339
3,9,0,154,0.621824
3,9,0,157,0.618834
3,9,0,160,0.631789
3,9,0,163,0.627803
3,9,0,166,0.627803
3,9,0,169,0.637768
3,9,0,172,0.646238
3,9,0,175,0.650722
3,9,0,178,0.654210
3,9,0,181,0.659691
3,9,0,184,0.661684
3,9,0,187,0.665670
3,9,0,190,0.667663
3,9,0,193,0.672147
3,9,0,196,0.676134
3,9,0,199,0.694569
3,9,0,202,0.701545
3,9,0,205,0.705032
3,9,0,208,0.708022
3,9,0,211,0.715496
3,9,0,214,0.714499
3,9,0,217,0.714998
3,9,0,220,0.718485
3,9,0,223,0.722970
3,9,0,226,0.723966
3,9,0,228,0.722970
3,11,1,10,0.131540
3,11,1,13,0.098655
3,11,1,16,0.125561
3,11,1,19,0.241156
3,11,1,22,0.213254
3,11,1,25,0.282013
3,11,1,28,0.335326
3,11,1,31,0.297957
3,11,1,34,0.289985
3,11,1,37,0.329347
3,11,1,40,0.351271
3,11,1,43,0.376183
3,11,1,46,0.396612
3,11,1,49,0.402093
3,11,1,52,0.401594
3,11,1,55,0.421026
3,11,1,58,0.453911
3,11,1,61,0.481814
3,11,1,64,0.517688
3,11,1,67,0.536124
3,11,1,70,0.533134
3,11,1,73,0.516692
3,11,1,76,0.517190
3,11,1,79,0.524664
3,11,1,82,0.526158
3,11,1,85,0.539113
3,11,1,88,0.551570
3,11,1,91,0.586946
3,11,1,94,0.600897
3,11,1,97,0.589935
3,11,1,100,0.591430
3,11,1,103,0.608869
3,11,1,106,0.598406
3,11,1,109,0.593423
3,11,1,112,0.623318
3,11,1,115,0.648231
3,11,1,118,0.647235
3,11,1,121,0.644245
3,11,1,124,0.737419
3,11,1,127,0.741903
3,11,1,130,0.751370
3,11,1,133,0.750374
3,11,1,136,0.738416
3,11,1,139,0.743398
3,11,1,142,0.741405
3,11,1,145,0.739412
3,11,1,148,0.738416
3,11,1,151,0.736921
3,11,1,154,0.735426
3,11,1,157,0.745391
3,11,1,160,0.743398
3,11,1,163,0.743398
3,11,1,166,0.746388
3,11,1,169,0.739412
3,11,1,172,0.734429
3,11,1,175,0.735426
3,11,1,178,0.730443
3,11,1,181,0.728949
3,11,1,184,0.730443
3,11,1,187,0.723468
3,11,1,190,0.715496
3,11,1,193,0.715496
3,11,1,196,0.712008
3,11,1,199,0.711510
3,11,1,202,0.709517
3,11,1,205,0.709517
3,11,1,208,0.709018
3,11,1,211,0.707524
3,11,1,214,0.707524
3,11,1,217,0.706029
3,11,1,220,0.706029
3,11,1,223,0.706029
3,11,1,226,0.706029
3,11,1,228,0.704534
3,11,0,10,0.131540
3,11,0,13,0.152965
3,11,0,16,0.227703
3,11,0,19,0.350274
3,11,0,22,0.382661
3,11,0,25,0.367215
3,11,0,28,0.363229
3,11,0,31,0.364225
3,11,0,34,0.371699
3,11,0,37,0.394619
3,11,0,40,0.414051
3,11,0,43,0.425012
3,11,0,46,0.444943
3,11,0,49,0.483807
3,11,0,52,0.492277
3,11,0,55,0.489786
3,11,0,58,0.489287
3,11,0,61,0.487793
3,11,0,64,0.495765
3,11,0,67,0.500747
3,11,0,70,0.506726
3,11,0,73,0.503737
3,11,0,76,0.508221
3,11,0,79,0.512207
3,11,0,82,0.511709
3,11,0,85,0.517688
3,11,0,88,0.533134
3,11,0,91,0.548580
3,11,0,94,0.569008
3,11,0,97,0.560040
3,11,0,100,0.575486
3,11,0,103,0.585949
3,11,0,106,0.594918
3,11,0,109,0.610862
3,11,0,112,0.614350
3,11,0,115,0.613852
3,11,0,118,0.606876
3,11,0,121,0.605381
3,11,0,124,0.617339
3,11,0,127,0.625810
3,11,0,130,0.627803
3,11,0,133,0.627304
3,11,0,136,0.631789
3,11,0,139,0.630792
3,11,0,142,0.632785
3,11,0,145,0.645740
3,11,0,148,0.655705
3,11,0,151,0.653214
3,11,0,154,0.654709
3,11,0,157,0.659691
3,11,0,160,0.658695
3,11,0,163,0.662182
3,11,0,166,0.653214
3,11,0,169,0.652217
3,11,0,172,0.656702
3,11,0,175,0.657698
3,11,0,178,0.668161
3,11,0,181,0.671151
3,11,0,184,0.672646
3,11,0,187,0.677130
3,11,0,190,0.679123
3,11,0,193,0.682611
3,11,0,196,0.687593
3,11,0,199,0.685102
3,11,0,202,0.685102
3,11,0,205,0.691081
3,11,0,208,0.690583
3,11,0,211,0.690085
3,11,0,214,0.694569
3,11,0,217,0.695566
3,11,0,220,0.696562
3,11,0,223,0.698555
3,11,0,226,0.706029
3,11,0,228,0.704534
5,3,1,10,0.358246
5,3,1,15,0.394121
5,3,1,20,0.379173
5,3,1,25,0.374190
5,3,1,30,0.371699
5,3,1,35,0.386148
5,3,1,40,0.395615
5,3,1,45,0.408072
5,3,1,50,0.420528
5,3,1,55,0.428002
5,3,1,60,0.430493
5,3,1,65,0.472845
5,3,1,70,0.501246
5,3,1,75,0.502740
5,3,1,80,0.530144
5,3,1,85,0.558545
5,3,1,90,0.591430
5,3,1,95,0.618834
5,3,1,100,0.671649
5,3,1,105,0.682611
5,3,1,110,0.698555
5,3,1,115,0.713503
5,3,1,120,0.720977
5,3,1,125,0.748879
5,3,1,130,0.753861
5,3,1,135,0.753363
5,3,1,140,0.759342
5,3,1,145,0.769307
5,3,1,150,0.772795
5,3,1,155,0.769806
5,3,1,160,0.773792
5,3,1,165,0.773293
5,3,1,170,0.776781
5,3,1,175,0.775286
5,3,1,180,0.778276
5,3,1,185,0.778276
5,3,1,190,0.778276
5,3,1,195,0.777778
5,3,1,200,0.780269
5,3,1,205,0.780767
5,3,1,210,0.783757
5,3,1,215,0.783757
5,3,1,220,0.782760
5,3,1,225,0.783757
5,3,1,228,0.783757
5,3,0,10,0.358246
5,3,0,15,0.452915
5,3,0,20,0.463876
5,3,0,25,0.545590
5,3,0,30,0.597907
5,3,0,35,0.588939
5,3,0,40,0.598904
5,3,0,45,0.610364
5,3,0,50,0.614350
5,3,0,55,0.641754
5,3,0,60,0.650224
5,3,0,65,0.651221
5,3,0,70,0.661684
5,3,0,75,0.666168
5,3,0,80,0.670653
5,3,0,85,0.670653
5,3,0,90,0.670154
5,3,0,95,0.678625
5,3,0,100,0.683607
5,3,0,105,0.686597
5,3,0,110,0.691081
5,3,0,115,0.692576
5,3,0,120,0.696562
5,3,0,125,0.693074
5,3,0,130,0.698057
5,3,0,135,0.699552
5,3,0,140,0.705032
5,3,0,145,0.713503
5,3,0,150,0.713004
5,3,0,155,0.712506
5,3,0,160,0.717987
5,3,0,165,0.719482
5,3,0,170,0.726457
5,3,0,175,0.733433
5,3,0,180,0.742402
5,3,0,185,0.752865
5,3,0,190,0.755356
5,3,0,195,0.766816
5,3,0,200,0.769806
5,3,0,205,0.770802
5,3,0,210,0.774290
5,3,0,215,0.776283
5,3,0,220,0.779771
5,3,0,225,0.780269
5,3,0,228,0.783757
5,5,1,10,0.268062
5,5,1,15,0.351271
5,5,1,20,0.375685
5,5,1,25,0.396114
5,5,1,30,0.390633
5,5,1,35,0.416044
5,5,1,40,0.402093
5,5,1,45,0.453911
5,5,1,50,0.497758
