twsp-train.arff
m,k,certainty_labeling,num_labels,accuracy
5,5,1,55,0.498754
5,5,1,60,0.665172
5,5,1,65,0.649228
5,5,1,70,0.665670
5,5,1,75,0.678127
5,5,1,80,0.683607
5,5,1,85,0.689088
5,5,1,90,0.691081
5,5,1,95,0.707025
5,5,1,100,0.729945
5,5,1,105,0.738416
5,5,1,110,0.746886
5,5,1,115,0.746886
5,5,1,120,0.753363
5,5,1,125,0.762332
5,5,1,130,0.768809
5,5,1,135,0.768311
5,5,1,140,0.770802
5,5,1,145,0.775785
5,5,1,150,0.775286
5,5,1,155,0.779273
5,5,1,160,0.778774
5,5,1,165,0.786248
5,5,1,170,0.775286
5,5,1,175,0.777280
5,5,1,180,0.773792
5,5,1,185,0.771300
5,5,1,190,0.769307
5,5,1,195,0.768311
5,5,1,200,0.768311
5,5,1,205,0.767813
5,5,1,210,0.767813
5,5,1,215,0.767813
5,5,1,220,0.767314
5,5,1,225,0.766318
5,5,1,228,0.765321
5,5,0,10,0.268062
5,5,0,15,0.415047
5,5,0,20,0.372696
5,5,0,25,0.496761
5,5,0,30,0.570503
5,5,0,35,0.550573
5,5,0,40,0.555057
5,5,0,45,0.553563
5,5,0,50,0.568012
5,5,0,55,0.570005
5,5,0,60,0.583458
5,5,0,65,0.588440
5,5,0,70,0.612855
5,5,0,75,0.629796
5,5,0,80,0.649228
5,5,0,85,0.647235
5,5,0,90,0.657698
5,5,0,95,0.656203
5,5,0,100,0.644245
5,5,0,105,0.659193
5,5,0,110,0.666168
5,5,0,115,0.663677
5,5,0,120,0.669158
5,5,0,125,0.675635
5,5,0,130,0.679621
5,5,0,135,0.694071
5,5,0,140,0.689586
5,5,0,145,0.700050
5,5,0,150,0.699053
5,5,0,155,0.701046
5,5,0,160,0.702043
5,5,0,165,0.711510
5,5,0,170,0.710015
5,5,0,175,0.712008
5,5,0,180,0.718485
5,5,0,185,0.723966
5,5,0,190,0.725461
5,5,0,195,0.727952
5,5,0,200,0.730443
5,5,0,205,0.746388
5,5,0,210,0.753363
5,5,0,215,0.753363
5,5,0,220,0.758346
5,5,0,225,0.762332
5,5,0,228,0.765321
5,7,1,10,0.258097
5,7,1,15,0.300947
5,7,1,20,0.414051
5,7,1,25,0.398107
5,7,1,30,0.398605
5,7,1,35,0.379671
5,7,1,40,0.423518
5,7,1,45,0.450424
5,7,1,50,0.490284
5,7,1,55,0.497260
5,7,1,60,0.595416
5,7,1,65,0.601395
5,7,1,70,0.597907
5,7,1,75,0.641256
5,7,1,80,0.660688
5,7,1,85,0.665172
5,7,1,90,0.690583
5,7,1,95,0.710015
5,7,1,100,0.718485
5,7,1,105,0.733931
5,7,1,110,0.747882
5,7,1,115,0.746886
5,7,1,120,0.747882
5,7,1,125,0.741903
5,7,1,130,0.755356
5,7,1,135,0.757848
5,7,1,140,0.766318
5,7,1,145,0.754360
5,7,1,150,0.753861
5,7,1,155,0.761834
5,7,1,160,0.770304
5,7,1,165,0.769307
5,7,1,170,0.764325
5,7,1,175,0.757349
5,7,1,180,0.755855
5,7,1,185,0.747882
5,7,1,190,0.743896
5,7,1,195,0.742900
5,7,1,200,0.741903
5,7,1,205,0.739910
5,7,1,210,0.739910
5,7,1,215,0.738416
5,7,1,220,0.737917
5,7,1,225,0.737917
5,7,1,228,0.737419
5,7,0,10,0.258097
5,7,0,15,0.336821
5,7,0,20,0.367215
5,7,0,25,0.398107
5,7,0,30,0.418535
5,7,0,35,0.445939
5,7,0,40,0.467364
5,7,0,45,0.463876
5,7,0,50,0.491779
5,7,0,55,0.515695
5,7,0,60,0.503737
5,7,0,65,0.504235
5,7,0,70,0.514699
5,7,0,75,0.531141
5,7,0,80,0.550573
5,7,0,85,0.559542
5,7,0,90,0.570005
5,7,0,95,0.582960
5,7,0,100,0.595914
5,7,0,105,0.615346
5,7,0,110,0.619332
5,7,0,115,0.635277
5,7,0,120,0.655705
5,7,0,125,0.655705
5,7,0,130,0.652217
5,7,0,135,0.649726
5,7,0,140,0.667165
5,7,0,145,0.680120
5,7,0,150,0.676134
5,7,0,155,0.676632
5,7,0,160,0.677628
5,7,0,165,0.686597
5,7,0,170,0.683607
5,7,0,175,0.685600
5,7,0,180,0.698057
5,7,0,185,0.701046
5,7,0,190,0.721973
5,7,0,195,0.725461
5,7,0,200,0.723966
5,7,0,205,0.730443
5,7,0,210,0.731938
5,7,0,215,0.731440
5,7,0,220,0.737917
5,7,0,225,0.737917
5,7,0,228,0.737419
5,9,1,10,0.173393
5,9,1,15,0.222720
5,9,1,20,0.243149
5,9,1,25,0.252616
5,9,1,30,0.344295
5,9,1,35,0.383657
5,9,1,40,0.394619
5,9,1,45,0.413054
5,9,1,50,0.449427
5,9,1,55,0.493274
5,9,1,60,0.503239
5,9,1,65,0.556552
5,9,1,70,0.569008
5,9,1,75,0.548580
5,9,1,80,0.551071
5,9,1,85,0.581465
5,9,1,90,0.699053
5,9,1,95,0.706527
5,9,1,100,0.720977
5,9,1,105,0.701545
5,9,1,110,0.690583
5,9,1,115,0.707025
5,9,1,120,0.701545
5,9,1,125,0.700050
5,9,1,130,0.700050
5,9,1,135,0.687593
5,9,1,140,0.693074
5,9,1,145,0.707524
5,9,1,150,0.711011
5,9,1,155,0.712008
5,9,1,160,0.763328
5,9,1,165,0.763328
5,9,1,170,0.759342
5,9,1,175,0.759841
5,9,1,180,0.747384
5,9,1,185,0.740907
5,9,1,190,0.733433
5,9,1,195,0.729447
5,9,1,200,0.728450
5,9,1,205,0.727454
5,9,1,210,0.725959
5,9,1,215,0.723966
5,9,1,220,0.723966
5,9,1,225,0.723966
5,9,1,228,0.722970
5,9,0,10,0.173393
5,9,0,15,0.279522
5,9,0,20,0.314898
5,9,0,25,0.335326
5,9,0,30,0.345790
5,9,0,35,0.411560
5,9,0,40,0.484305
5,9,0,45,0.492277
5,9,0,50,0.505730
5,9,0,55,0.526158
5,9,0,60,0.526657
5,9,0,65,0.534629
5,9,0,70,0.533632
5,9,0,75,0.554559
5,9,0,80,0.565521
5,9,0,85,0.577479
5,9,0,90,0.585949
5,9,0,95,0.595914
5,9,0,100,0.601893
5,9,0,105,0.599900
5,9,0,110,0.612855
5,9,0,115,0.617838
5,9,0,120,0.631789
5,9,0,125,0.650722
5,9,0,130,0.663179
5,9,0,135,0.659691
5,9,0,140,0.655705
5,9,0,145,0.660688
5,9,0,150,0.672147
5,9,0,155,0.683109
5,9,0,160,0.676632
5,9,0,165,0.680618
5,9,0,170,0.691081
5,9,0,175,0.693572
5,9,0,180,0.702043
5,9,0,185,0.702541
5,9,0,190,0.708520
5,9,0,195,0.711510
5,9,0,200,0.711510
5,9,0,205,0.714001
5,9,0,210,0.712506
5,9,0,215,0.714001
5,9,0,220,0.727454
5,9,0,225,0.719980
5,9,0,228,0.722970
5,11,1,10,0.131540
5,11,1,15,0.204783
5,11,1,20,0.258097
5,11,1,25,0.255107
5,11,1,30,0.362232
5,11,1,35,0.363229
5,11,1,40,0.363229
5,11,1,45,0.393124
5,11,1,50,0.432486
5,11,1,55,0.475336
5,11,1,60,0.468361
5,11,1,65,0.514699
5,11,1,70,0.528650
5,11,1,75,0.545092
5,11,1,80,0.651719
5,11,1,85,0.621824
5,11,1,90,0.603886
5,11,1,95,0.607374
5,11,1,100,0.629796
5,11,1,105,0.638266
5,11,1,110,0.649228
5,11,1,115,0.667663
5,11,1,120,0.637768
5,11,1,125,0.659691
5,11,1,130,0.662182
5,11,1,135,0.676632
5,11,1,140,0.741405
5,11,1,145,0.749875
5,11,1,150,0.750374
5,11,1,155,0.754858
5,11,1,160,0.735426
5,11,1,165,0.746388
5,11,1,170,0.744893
5,11,1,175,0.741903
5,11,1,180,0.731938
5,11,1,185,0.729447
5,11,1,190,0.716492
5,11,1,195,0.714499
5,11,1,200,0.710513
5,11,1,205,0.710015
5,11,1,210,0.708022
5,11,1,215,0.707524
5,11,1,220,0.706527
5,11,1,225,0.706029
5,11,1,228,0.704534
5,11,0,10,0.131540
5,11,0,15,0.101146
5,11,0,20,0.230194
5,11,0,25,0.339312
5,11,0,30,0.412058
5,11,0,35,0.471350
5,11,0,40,0.489786
5,11,0,45,0.515695
5,11,0,50,0.516193
5,11,0,55,0.516193
5,11,0,60,0.519681
5,11,0,65,0.521674
5,11,0,70,0.502740
5,11,0,75,0.518685
5,11,0,80,0.512706
5,11,0,85,0.531639
5,11,0,90,0.590932
5,11,0,95,0.591928
5,11,0,100,0.586946
5,11,0,105,0.580468
5,11,0,110,0.585949
5,11,0,115,0.585949
5,11,0,120,0.571500
5,11,0,125,0.597907
5,11,0,130,0.596413
5,11,0,135,0.601395
5,11,0,140,0.614350
5,11,0,145,0.622322
5,11,0,150,0.621325
5,11,0,155,0.635775
5,11,0,160,0.639263
5,11,0,165,0.642252
5,11,0,170,0.644245
5,11,0,175,0.653214
5,11,0,180,0.659691
5,11,0,185,0.658695
5,11,0,190,0.665172
5,11,0,195,0.681116
5,11,0,200,0.684604
5,11,0,205,0.690583
5,11,0,210,0.689586
5,11,0,215,0.694569
5,11,0,220,0.699552
5,11,0,225,0.702043
5,11,0,228,0.704534
7,3,1,10,0.358246
7,3,1,17,0.391629
7,3,1,24,0.372696
7,3,1,31,0.365222
7,3,1,38,0.404584
7,3,1,45,0.420030
7,3,1,52,0.433981
7,3,1,59,0.475336
7,3,1,66,0.497758
7,3,1,73,0.505232
7,3,1,80,0.536124
7,3,1,87,0.562033
7,3,1,94,0.613852
7,3,1,101,0.686099
7,3,1,108,0.691081
7,3,1,115,0.725959
7,3,1,122,0.747384
7,3,1,129,0.752865
7,3,1,136,0.754858
7,3,1,143,0.771300
7,3,1,150,0.776781
7,3,1,157,0.781764
7,3,1,164,0.789238
7,3,1,171,0.781764
7,3,1,178,0.785750
7,3,1,185,0.785252
7,3,1,192,0.785252
7,3,1,199,0.783757
7,3,1,206,0.783259
7,3,1,213,0.782760
7,3,1,220,0.782262
7,3,1,227,0.783757
7,3,1,228,0.783757
7,3,0,10,0.358246
7,3,0,17,0.447932
7,3,0,24,0.481814
7,3,0,31,0.532138
7,3,0,38,0.567015
7,3,0,45,0.598904
7,3,0,52,0.624315
7,3,0,59,0.633782
7,3,0,66,0.638266
7,3,0,73,0.642750
7,3,0,80,0.656702
7,3,0,87,0.660688
7,3,0,94,0.672147
7,3,0,101,0.699552
7,3,0,108,0.714001
7,3,0,115,0.717987
7,3,0,122,0.722471
7,3,0,129,0.732935
7,3,0,136,0.736921
7,3,0,143,0.740409
7,3,0,150,0.747384
7,3,0,157,0.744893
7,3,0,164,0.749377
7,3,0,171,0.748381
7,3,0,178,0.751370
7,3,0,185,0.755356
7,3,0,192,0.757349
7,3,0,199,0.757848
7,3,0,206,0.760837
7,3,0,213,0.769806
7,3,0,220,0.771799
7,3,0,227,0.779273
7,3,0,228,0.783757
7,5,1,10,0.268062
7,5,1,17,0.353264
7,5,1,24,0.411061
7,5,1,31,0.472347
7,5,1,38,0.460887
7,5,1,45,0.477329
7,5,1,52,0.563528
7,5,1,59,0.601893
7,5,1,66,0.589437
7,5,1,73,0.564524
7,5,1,80,0.669158
7,5,1,87,0.612357
7,5,1,94,0.669158
7,5,1,101,0.704036
7,5,1,108,0.729447
7,5,1,115,0.751370
7,5,1,122,0.761834
7,5,1,129,0.764325
7,5,1,136,0.772297
7,5,1,143,0.768809
7,5,1,150,0.768311
7,5,1,157,0.765321
7,5,1,164,0.765820
7,5,1,171,0.778774
7,5,1,178,0.775785
7,5,1,185,0.770802
7,5,1,192,0.769307
7,5,1,199,0.766816
7,5,1,206,0.767314
7,5,1,213,0.767813
7,5,1,220,0.766816
7,5,1,227,0.765321
7,5,1,228,0.765321
7,5,0,10,0.268062
7,5,0,17,0.300448
7,5,0,24,0.322870
7,5,0,31,0.457897
7,5,0,38,0.528650
7,5,0,45,0.563029
7,5,0,52,0.573991
7,5,0,59,0.584953
7,5,0,66,0.601395
7,5,0,73,0.633284
7,5,0,80,0.630294
7,5,0,87,0.652715
7,5,0,94,0.659193
7,5,0,101,0.670154
7,5,0,108,0.678625
7,5,0,115,0.677628
7,5,0,122,0.699053
7,5,0,129,0.702043
7,5,0,136,0.710513
7,5,0,143,0.710015
7,5,0,150,0.715994
7,5,0,157,0.720478
7,5,0,164,0.725461
7,5,0,171,0.726457
7,5,0,178,0.734429
7,5,0,185,0.737917
7,5,0,192,0.748381
7,5,0,199,0.748381
7,5,0,206,0.751868
7,5,0,213,0.753363
7,5,0,220,0.759841
7,5,0,227,0.765820
7,5,0,228,0.765321
7,7,1,10,0.258097
7,7,1,17,0.337818
7,7,1,24,0.405082
7,7,1,31,0.452417
7,7,1,38,0.375685
7,7,1,45,0.442950
7,7,1,52,0.532636
7,7,1,59,0.571500
7,7,1,66,0.538117
7,7,1,73,0.570005
7,7,1,80,0.610364
7,7,1,87,0.592925
7,7,1,94,0.611858
7,7,1,101,0.711011
7,7,1,108,0.737419
7,7,1,115,0.745391
7,7,1,122,0.748879
7,7,1,129,0.743896
7,7,1,136,0.745391
7,7,1,143,0.753363
7,7,1,150,0.756353
7,7,1,157,0.751868
7,7,1,164,0.756851
7,7,1,171,0.756851
7,7,1,178,0.754360
7,7,1,185,0.751868
7,7,1,192,0.744395
7,7,1,199,0.743398
7,7,1,206,0.740409
7,7,1,213,0.738914
7,7,1,220,0.737917
7,7,1,227,0.737419
7,7,1,228,0.737419
7,7,0,10,0.258097
7,7,0,17,0.309915
7,7,0,24,0.336323
7,7,0,31,0.430493
7,7,0,38,0.474838
7,7,0,45,0.511211
7,7,0,52,0.523667
7,7,0,59,0.518186
7,7,0,66,0.560040
7,7,0,73,0.553563
7,7,0,80,0.568510
7,7,0,87,0.575486
7,7,0,94,0.583956
7,7,0,101,0.613353
7,7,0,108,0.618336
7,7,0,115,0.628799
7,7,0,122,0.634778
7,7,0,129,0.646736
7,7,0,136,0.651221
7,7,0,143,0.676632
7,7,0,150,0.678625
7,7,0,157,0.706029
7,7,0,164,0.709517
7,7,0,171,0.708520
7,7,0,178,0.711510
7,7,0,185,0.716492
7,7,0,192,0.717489
7,7,0,199,0.725959
7,7,0,206,0.736423
7,7,0,213,0.734429
7,7,0,220,0.737419
7,7,0,227,0.737419
7,7,0,228,0.737419
7,9,1,10,0.173393
7,9,1,17,0.224714
7,9,1,24,0.315894
7,9,1,31,0.330344
7,9,1,38,0.365222
7,9,1,45,0.424016
7,9,1,52,0.445441
7,9,1,59,0.614848
7,9,1,66,0.641754
7,9,1,73,0.642750
7,9,1,80,0.658695
7,9,1,87,0.688092
7,9,1,94,0.663179
7,9,1,101,0.668161
7,9,1,108,0.663179
7,9,1,115,0.698555
7,9,1,122,0.688590
7,9,1,129,0.690583
7,9,1,136,0.735426
7,9,1,143,0.747882
7,9,1,150,0.745391
7,9,1,157,0.761834
7,9,1,164,0.757349
7,9,1,171,0.760837
7,9,1,178,0.747882
7,9,1,185,0.735426
7,9,1,192,0.727952
7,9,1,199,0.725461
7,9,1,206,0.723468
7,9,1,213,0.723468
7,9,1,220,0.722471
7,9,1,227,0.722970
7,9,1,228,0.722970
7,9,0,10,0.173393
7,9,0,17,0.302441
7,9,0,24,0.418037
7,9,0,31,0.398605
7,9,0,38,0.387145
7,9,0,45,0.421026
7,9,0,52,0.474838
7,9,0,59,0.498256
7,9,0,66,0.526158
7,9,0,73,0.548082
7,9,0,80,0.573493
7,9,0,87,0.593423
7,9,0,94,0.593921
7,9,0,101,0.590433
7,9,0,108,0.592427
7,9,0,115,0.612357
7,9,0,122,0.609367
7,9,0,129,0.616841
7,9,0,136,0.615845
7,9,0,143,0.626806
7,9,0,150,0.650722
7,9,0,157,0.650224
7,9,0,164,0.658196
7,9,0,171,0.666667
7,9,0,178,0.667165
7,9,0,185,0.675635
7,9,0,192,0.686597
7,9,0,199,0.699552
7,9,0,206,0.702541
7,9,0,213,0.712506
7,9,0,220,0.717489
7,9,0,227,0.722970
7,9,0,228,0.722970
7,11,1,10,0.131540
7,11,1,17,0.222222
7,11,1,24,0.275037
7,11,1,31,0.354758
7,11,1,38,0.361236
7,11,1,45,0.372197
7,11,1,52,0.441953
7,11,1,59,0.465869
7,11,1,66,0.495267
7,11,1,73,0.526657
7,11,1,80,0.658695
7,11,1,87,0.680120
7,11,1,94,0.644245
7,11,1,101,0.639761
7,11,1,108,0.653214
7,11,1,115,0.667663
7,11,1,122,0.663677
7,11,1,129,0.641754
7,11,1,136,0.719980
7,11,1,143,0.718984
7,11,1,150,0.750374
7,11,1,157,0.753363
7,11,1,164,0.746388
7,11,1,171,0.746886
7,11,1,178,0.739910
7,11,1,185,0.725461
7,11,1,192,0.716492
7,11,1,199,0.713004
7,11,1,206,0.710015
7,11,1,213,0.708520
7,11,1,220,0.707524
7,11,1,227,0.705531
7,11,1,228,0.704534
7,11,0,10,0.131540
7,11,0,17,0.147982
7,11,0,24,0.303936
7,11,0,31,0.375187
7,11,0,38,0.408072
7,11,0,45,0.424016
7,11,0,52,0.437469
7,11,0,59,0.461385
7,11,0,66,0.467364
7,11,0,73,0.533134
7,11,0,80,0.556054
7,11,0,87,0.559043
7,11,0,94,0.590932
7,11,0,101,0.593921
7,11,0,108,0.607872
7,11,0,115,0.607374
7,11,0,122,0.619332
7,11,0,129,0.616343
7,11,0,136,0.630294
7,11,0,143,0.628301
7,11,0,150,0.635277
7,11,0,157,0.633284
7,11,0,164,0.663677
7,11,0,171,0.672646
7,11,0,178,0.680618
7,11,0,185,0.688590
7,11,0,192,0.692078
7,11,0,199,0.697060
7,11,0,206,0.695067
7,11,0,213,0.708022
7,11,0,220,0.705531
7,11,0,227,0.705032
7,11,0,228,0.704534
